EVENT DATE,Program,MUNICIPALITY,REGION,PRIMARY OCCUPATION CODE,OCCUPATION DESCRIPTION,SECTOR CODE,SECTOR DESCRIPTION,WORKER COUNT
2017-07-07,Industrial Health & Safety Program,MARATHON,Northern,321111.0,Sawmills (except shingle and shake mills),LOGS,Logging & Sawmills,50 or More
2017-07-05,Industrial Health & Safety Program,LONDON,Western,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2017-07-04,Industrial Health & Safety Program,Hamilton,South Western,493110.0,General Warehousing and Storage,INDS,Industrial Services,50 or More
2017-07-01,Construction Health & Safety Program,Toronto,Central East,236110.0,Residential Building Construction,RESS,Single Family Housing,6 to 19
2017-07-04,Industrial Health & Safety Program,Campbellville,South Western,722512.0,Limited-service eating places,REST,Restaurants,20 to 49
2017-06-29,Industrial Health & Safety Program,Toronto,Central East,452110.0,Department Stores,RETL,Retail,50 or More
2017-07-07,Construction Health & Safety Program,BARRIE,Central West,237130.0,Power and Communication Line and Related Structures Construction,ETTL,Electrical Towers & Transmission Lines,1 to 5
2017-07-05,Industrial Health & Safety Program,Scarborough,Central East,611690.0,All Other Schools and Instruction,EDUC,Education,6 to 19
2017-07-03,Health Care Health & Safety Program,Toronto,Central East,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2017-07-08,Construction Health & Safety Program,Thunder Bay,Northern,236210.0,Industrial Building and Structure Construction,INDU,Industrial Building Construction,6 to 19
2017-07-05,Industrial Health & Safety Program,KITCHENER,Western,912910.0,Other Provincial and Territorial Public Administration,GOVT,Government,50 or More
2017-07-06,Industrial Health & Safety Program,Stouffville,Central West,321911.0,Wood Window and Door Manufacturing,FABR,Wood & Metal Fabrication,6 to 19
2017-07-03,Construction Health & Safety Program,North York,Central East,236220.0,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
2017-07-09,Industrial Health & Safety Program,Cambridge,Western,453310.0,Used Merchandise Stores,RETL,Retail,50 or More
2017-07-06,Mining Health & Safety Program,Cochrane,Northern,212323.0,Sand and Gravel Mining and Quarrying,PITS,Sand & Gravel Pits,1 to 5
2017-07-03,Industrial Health & Safety Program,Ottawa,Eastern,485110.0,Urban Transit Systems,TRAN,Transportation,50 or More
2017-07-04,Health Care Health & Safety Program,Sault Ste. Marie,Northern,624110.0,Child and Youth Services,POAA,Professional Offices & Agencies,50 or More
2017-07-07,Health Care Health & Safety Program,Bradford,Central West,623110.0,Nursing Care Facilities,HFRC,Homes for Residential Care,20 to 49
2017-07-30,Industrial Health & Safety Program,Nepean,Central East,418410.0,Chemical (except agricultural) and allied product merchant wholesalers,CHEM,"Chemical, Rubber & Plastics",50 or More
2017-08-04,Industrial Health & Safety Program,North York,Central East,913910.0,"Other Local, Municipal and Regional Public Administration",GOVT,Government,20 to 49
2017-08-07,Industrial Health & Safety Program,KITCHENER,Western,611310.0,Universities,EDUC,Education,50 or More
2017-08-05,Industrial Health & Safety Program,CAMBRIDGE,Western,452110.0,Department Stores,RETL,Retail,50 or More
2017-08-05,Industrial Health & Safety Program,Toronto,Central East,711111.0,Theatre (except Musical) Companies,LIVE,Live Performance,50 or More
2017-07-28,Industrial Health & Safety Program,Fergus,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-07-29,Industrial Health & Safety Program,Ancaster,South Western,336410.0,Aerospace product and parts manufacturing,NECI,NEC - Industrial,50 or More
2017-08-02,Industrial Health & Safety Program,Innisfil,Central West,415110.0,New and used automobile and light-duty truck merchant wholesalers,VEHS,Vehicle Sales & Service,20 to 49
2017-08-08,Mining Health & Safety Program,Mississauga,Central West,212220.0,Gold and Silver Ore Mining,UMIN,Underground Mines,50 or More
2017-08-07,Industrial Health & Safety Program,Toronto,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2017-08-10,Industrial Health & Safety Program,Mississauga,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,20 to 49
2017-08-04,Industrial Health & Safety Program,Chatham,Western,445110.0,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
2017-08-06,Construction Health & Safety Program,Mississauga,Central West,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
2017-08-07,Health Care Health & Safety Program,Bradford,Central West,623110.0,Nursing Care Facilities,HFRC,Homes for Residential Care,20 to 49
2017-08-05,Industrial Health & Safety Program,Oakville,South Western,913190.0,Other Municipal Protective Services,GOVT,Government,50 or More
2017-08-04,Industrial Health & Safety Program,Beamsville,South Western,327990.0,All Other Non-Metallic Mineral Product Manufacturing,NECI,NEC - Industrial,20 to 49
2017-07-29,Construction Health & Safety Program,Innisfil,Central West,236110.0,Residential Building Construction,RESS,Single Family Housing,1 to 5
2017-07-31,Health Care Health & Safety Program,Paris,South Western,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2017-07-31,Industrial Health & Safety Program,Barrie,Central West,236210.0,Industrial Building and Structure Construction,UTIL,Utilities,50 or More
2017-08-01,Industrial Health & Safety Program,BRANTFORD,South Western,332710.0,Machine Shops,INDS,Industrial Services,50 or More
2017-08-06,Health Care Health & Safety Program,Toronto,Central East,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2017-08-02,Industrial Health & Safety Program,Bowmanville,Central East,484239.0,"Other Specialized Freight (except Used Goods) Trucking, Long Distance",INDS,Industrial Services,6 to 19
2017-08-05,Construction Health & Safety Program,Port Loring,Northern,238160.0,Roofing Contractors,RESS,Single Family Housing,1 to 5
2017-08-07,Industrial Health & Safety Program,Belleville,Eastern,333130.0,Mining and oil and gas field machinery manufacturing,INDS,Industrial Services,50 or More
2017-08-05,Construction Health & Safety Program,Ingersoll,Western,236110.0,Residential Building Construction,RESS,Single Family Housing,1 to 5
2017-07-30,Industrial Health & Safety Program,Waterloo,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,6 to 19
2017-08-01,Industrial Health & Safety Program,Wasaga Beach,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-08-06,Industrial Health & Safety Program,YORK,Central East,561730.0,Landscaping Services,INDS,Industrial Services,6 to 19
2017-08-07,Industrial Health & Safety Program,Ottawa,Central East,561420.0,Telephone Call Centres,OFFS,Offices & Related Services,50 or More
2017-08-07,Industrial Health & Safety Program,Erin,South Western,454110.0,Electronic shopping and mail-order houses,RETL,Retail,50 or More
2017-08-05,Industrial Health & Safety Program,Toronto,Central East,332619.0,Other Fabricated Wire Product Manufacturing,FABR,Wood & Metal Fabrication,50 or More
2017-07-30,Mining Health & Safety Program,CAMBRIDGE,Western,212392.0,Diamond Mining,NECM,NEC - Mining,50 or More
2017-08-01,Mining Health & Safety Program,Toronto,Central East,212232.0,Nickel-Copper Ore Mining,UMIN,Underground Mines,50 or More
2017-08-08,Industrial Health & Safety Program,Flamborough,South Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-08-02,Industrial Health & Safety Program,Brampton,Central East,722310.0,Food Service Contractors,INDS,Industrial Services,6 to 19
2017-08-04,Mining Health & Safety Program,LONDON,Western,212220.0,Gold and Silver Ore Mining,UMIN,Underground Mines,50 or More
2017-08-03,Industrial Health & Safety Program,Newmarket,Central West,238210.0,Electrical Contractors and Other Wiring Installation Contractors,ELEC,Electrical & Electronics,50 or More
2017-08-11,Industrial Health & Safety Program,North Bay,Northern,452110.0,Department Stores,RETL,Retail,50 or More
2017-08-03,Industrial Health & Safety Program,Toronto,Central East,419120.0,Wholesale Trade Agents and Brokers,WHLS,Wholesalers,6 to 19
2017-08-08,Construction Health & Safety Program,Toronto,Central East,238990.0,All Other Specialty Trade Contractors,WIND,Window Cleaning Services,1 to 5
2017-09-05,Industrial Health & Safety Program,Milton,South Western,912910.0,Other Provincial and Territorial Public Administration,GOVT,Government,50 or More
2017-09-01,Construction Health & Safety Program,Wawa,Northern,236110.0,Residential Building Construction,RESS,Single Family Housing,1 to 5
2017-09-02,Industrial Health & Safety Program,HAMILTON,South Western,418990.0,All other merchant wholesalers,NECI,NEC - Industrial,50 or More
2017-09-06,Industrial Health & Safety Program,Toronto,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-08-31,Industrial Health & Safety Program,North York,Central East,332710.0,Machine Shops,FABR,Wood & Metal Fabrication,1 to 5
2017-08-27,Industrial Health & Safety Program,LONDON,Western,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-09-04,Construction Health & Safety Program,Geraldton,Northern,238220.0,"Plumbing, Heating and Air-Conditioning Contractors",COMM,Commercial Building Construction,1 to 5
2017-09-05,Industrial Health & Safety Program,Copper Cliff,Northern,332321.0,Metal Window and Door Manufacturing,FABR,Wood & Metal Fabrication,20 to 49
2017-09-09,Industrial Health & Safety Program,Toronto,Central East,336360.0,Motor Vehicle Seating and Interior Trim Manufacturing,AUTO,Automotive,50 or More
2017-08-29,Industrial Health & Safety Program,Whitby,Central East,237310.0,"Highway, Street and Bridge Construction",GOVT,Government,50 or More
2017-08-30,Industrial Health & Safety Program,KITCHENER,Western,713210.0,Casinos (except Casino Hotels),SERV,"Tourism, Hospitality & Recreational Services",50 or More
2017-08-31,Construction Health & Safety Program,Toronto,Central East,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-09-07,Industrial Health & Safety Program,Kenogami Lake,Northern,221113.0,Nuclear Electric Power Generation,UTIL,Utilities,50 or More
2017-09-02,Industrial Health & Safety Program,Mississauga,Central West,561110.0,Office Administrative Services,TRAN,Transportation,50 or More
2017-08-28,Industrial Health & Safety Program,Toronto,Central East,561210.0,Facilities Support Services,INDS,Industrial Services,20 to 49
2017-09-06,Health Care Health & Safety Program,Oshawa,Central East,622310.0,Specialty (except Psychiatric and Substance Abuse) Hospitals,HOSP,Hospitals,50 or More
2017-09-02,Industrial Health & Safety Program,Niagara Falls,South Western,562990.0,All Other Waste Management Services,NECI,NEC - Industrial,1 to 5
2017-09-01,Construction Health & Safety Program,LONDON,Western,236110.0,Residential Building Construction,RESS,Single Family Housing,1 to 5
2017-09-01,Industrial Health & Safety Program,Scarborough,Central East,333130.0,Mining and oil and gas field machinery manufacturing,FABR,Wood & Metal Fabrication,20 to 49
2017-09-02,Industrial Health & Safety Program,GUELPH,Western,621911.0,Ambulance (except Air Ambulance) Services,GOVT,Government,1 to 5
2017-09-03,Industrial Health & Safety Program,Kettleby,Central West,913190.0,Other Municipal Protective Services,INDS,Industrial Services,50 or More
2017-09-02,Industrial Health & Safety Program,Thunder Bay,Northern,322291.0,Sanitary Paper Product Manufacturing,PULP,"Pulp, Paper",50 or More
2017-09-05,Industrial Health & Safety Program,Milton,South Western,444190.0,Other Building Material Dealers,WHLS,Wholesalers,6 to 19
2017-09-11,Industrial Health & Safety Program,Ajax,Central East,336370.0,Motor Vehicle Metal Stamping,AUTO,Automotive,50 or More
2017-08-30,Construction Health & Safety Program,Toronto,Central East,236110.0,Residential Building Construction,RESS,Single Family Housing,6 to 19
2017-09-06,Industrial Health & Safety Program,Concord,Central West,611110.0,Elementary and Secondary Schools,EDUC,Education,50 or More
2017-09-08,Industrial Health & Safety Program,Milton,South Western,331110.0,Iron and Steel Mills and Ferro-Alloy Manufacturing,STEL,Primary Metals,50 or More
2017-08-29,Industrial Health & Safety Program,Ingersoll,Western,912130.0,Provincial Police Services,GOVT,Government,1 to 5
2017-09-01,Industrial Health & Safety Program,LONDON,Western,323120.0,Support activities for printing,PULP,"Pulp, Paper",50 or More
2017-09-05,Industrial Health & Safety Program,Etobicoke,Central East,913130.0,Municipal Police Services,PLCE,Police,50 or More
2017-09-08,Construction Health & Safety Program,Toronto,Central East,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
2017-09-10,Construction Health & Safety Program,Stratford,Central East,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
2017-09-03,Construction Health & Safety Program,Etobicoke,Central East,236110.0,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
2017-10-03,Health Care Health & Safety Program,Brampton,Central West,622111.0,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
2017-09-29,Construction Health & Safety Program,Thamesford,Western,237990.0,Other Heavy and Civil Engineering Construction,SUBW,Subway,50 or More
2017-09-30,Industrial Health & Safety Program,Woodbridge,Central West,913140.0,Municipal Fire-Fighting Services,FIRE,Fire Fighting,50 or More
2017-10-02,Industrial Health & Safety Program,Alliston,Central West,332118.0,Stamping,AUTO,Automotive,50 or More
2017-10-01,Industrial Health & Safety Program,Huntsville,Eastern,336211.0,Motor Vehicle Body Manufacturing,AUTO,Automotive,50 or More
2017-10-02,Health Care Health & Safety Program,Etobicoke,Central East,623110.0,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
2017-10-01,Health Care Health & Safety Program,St. Thomas,Western,623210.0,Residential Developmental Handicap Facilities,POAA,Professional Offices & Agencies,20 to 49
