EVENT DATE,Program,MUNICIPALITY, REGION,PRIMARY OCCUPATION CODE,OCCUPATION DESCRIPTION,SECTOR CODE,SECTOR DESCRIPTION,WORKER COUNT
7/5/2017,Industrial Health & Safety Program,KITCHENER,Western,912910,Other Provincial and Territorial Public Administration,GOVT,Government,50 or More
7/6/2017,Industrial Health & Safety Program,Stouffville,Central West,321911,Wood Window and Door Manufacturing,FABR,Wood & Metal Fabrication,6 to 19
7/3/2017,Construction Health & Safety Program,North York,Central East,236220,Commercial and Institutional Building Construction,COMM,Commercial Building Construction,6 to 19
7/9/2017,Industrial Health & Safety Program,Cambridge,Western,453310,Used Merchandise Stores,RETL,Retail,50 or More
7/6/2017,Mining Health & Safety Program,Cochrane,Northern,212323,Sand and Gravel Mining and Quarrying,PITS,Sand & Gravel Pits,1 to 5
7/3/2017,Industrial Health & Safety Program,Ottawa,Eastern,485110,Urban Transit Systems,TRAN,Transportation,50 or More
7/4/2017,Health Care Health & Safety Program,Sault Ste. Marie,Northern,624110,Child and Youth Services,POAA,Professional Offices & Agencies,50 or More
7/7/2017,Health Care Health & Safety Program,Bradford,Central West,623110,Nursing Care Facilities,HFRC,Homes for Residential Care,20 to 49
7/30/2017,Industrial Health & Safety Program,Nepean,,418410,Chemical (except agricultural) and allied product merchant wholesalers,CHEM,"Chemical, Rubber & Plastics",50 or More
8/4/2017,Industrial Health & Safety Program,North York,Central East,913910,"Other Local, Municipal and Regional Public Administration",GOVT,Government,20 to 49
8/7/2017,Industrial Health & Safety Program,KITCHENER,Western,611310,Universities,EDUC,Education,50 or More
8/5/2017,Industrial Health & Safety Program,CAMBRIDGE,Western,452110,Department Stores,RETL,Retail,50 or More
8/5/2017,Industrial Health & Safety Program,Toronto,Central East,711111,Theatre (except Musical) Companies,LIVE,Live Performance,50 or More
7/28/2017,Industrial Health & Safety Program,Fergus,Western,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
7/29/2017,Industrial Health & Safety Program,Ancaster,South Western,336410,Aerospace product and parts manufacturing,NECI,NEC - Industrial,50 or More
8/2/2017,Industrial Health & Safety Program,Innisfil,Central West,415110,New and used automobile and light-duty truck merchant wholesalers,VEHS,Vehicle Sales & Service,20 to 49
8/8/2017,Mining Health & Safety Program,Mississauga,Central West,212220,Gold and Silver Ore Mining,UMIN,Underground Mines,50 or More
8/7/2017,Industrial Health & Safety Program,Toronto,Central East,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
8/10/2017,Industrial Health & Safety Program,Mississauga,Central West,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
8/4/2017,Industrial Health & Safety Program,Chatham,Western,445110,Supermarkets and Other Grocery (except Convenience) Stores,RETL,Retail,50 or More
8/6/2017,Construction Health & Safety Program,Mississauga,Central West,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
8/7/2017,Health Care Health & Safety Program,Bradford,Central West,623110,Nursing Care Facilities,HFRC,Homes for Residential Care,20 to 49
8/5/2017,Industrial Health & Safety Program,Oakville,South Western,913190,Other Municipal Protective Services,GOVT,Government,50 or More
8/4/2017,Industrial Health & Safety Program,Beamsville,South Western,327990,All Other Non-Metallic Mineral Product Manufacturing,NECI,NEC - Industrial,20 to 49
7/29/2017,Construction Health & Safety Program,Innisfil,Central West,236110,Residential Building Construction,RESS,Single Family Housing,1 to 5
7/31/2017,Health Care Health & Safety Program,Paris,South Western,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
7/31/2017,Industrial Health & Safety Program,Barrie,Central West,236210,Industrial Building and Structure Construction,UTIL,Utilities,50 or More
8/1/2017,Industrial Health & Safety Program,BRANTFORD,South Western,332710,Machine Shops,INDS,Industrial Services,50 or More
8/6/2017,Health Care Health & Safety Program,Toronto,Central East,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
8/2/2017,Industrial Health & Safety Program,Bowmanville,Central East,484239,"Other Specialized Freight (except Used Goods) Trucking, Long Distance",INDS,Industrial Services,6 to 19
8/5/2017,Construction Health & Safety Program,Port Loring,Northern,238160,Roofing Contractors,RESS,Single Family Housing,1 to 5
8/7/2017,Industrial Health & Safety Program,Belleville,Eastern,333130,Mining and oil and gas field machinery manufacturing,INDS,Industrial Services,50 or More
8/5/2017,Construction Health & Safety Program,Ingersoll,Western,236110,Residential Building Construction,RESS,Single Family Housing,1 to 5
7/30/2017,Industrial Health & Safety Program,Waterloo,Western,611110,Elementary and Secondary Schools,EDUC,Education,6 to 19
8/1/2017,Industrial Health & Safety Program,Wasaga Beach,Central West,,,,,
8/6/2017,Industrial Health & Safety Program,YORK,Central East,561730,Landscaping Services,INDS,Industrial Services,6 to 19
8/7/2017,Industrial Health & Safety Program,Ottawa,,561420,Telephone Call Centres,OFFS,Offices & Related Services,50 or More
8/7/2017,Industrial Health & Safety Program,Erin,South Western,454110,Electronic shopping and mail-order houses,RETL,Retail,50 or More
8/5/2017,Industrial Health & Safety Program,Toronto,Central East,332619,Other Fabricated Wire Product Manufacturing,FABR,Wood & Metal Fabrication,50 or More
7/30/2017,Mining Health & Safety Program,CAMBRIDGE,Western,212392,Diamond Mining,NECM,NEC - Mining,50 or More
8/1/2017,Mining Health & Safety Program,Toronto,Central East,212232,Nickel-Copper Ore Mining,UMIN,Underground Mines,50 or More
8/8/2017,Industrial Health & Safety Program,Flamborough,South Western,,,,,
8/2/2017,Industrial Health & Safety Program,Brampton,,722310,Food Service Contractors,INDS,Industrial Services,6 to 19
8/4/2017,Mining Health & Safety Program,LONDON,Western,212220,Gold and Silver Ore Mining,UMIN,Underground Mines,50 or More
8/3/2017,Industrial Health & Safety Program,Newmarket,Central West,238210,Electrical Contractors and Other Wiring Installation Contractors,ELEC,Electrical & Electronics,50 or More
8/11/2017,Industrial Health & Safety Program,North Bay,Northern,452110,Department Stores,RETL,Retail,50 or More
8/3/2017,Industrial Health & Safety Program,Toronto,Central East,419120,Wholesale Trade Agents and Brokers,WHLS,Wholesalers,6 to 19
8/8/2017,Construction Health & Safety Program,Toronto,Central East,238990,All Other Specialty Trade Contractors,WIND,Window Cleaning Services,1 to 5
9/5/2017,Industrial Health & Safety Program,Milton,South Western,912910,Other Provincial and Territorial Public Administration,GOVT,Government,50 or More
9/1/2017,Construction Health & Safety Program,Wawa,Northern,236110,Residential Building Construction,RESS,Single Family Housing,1 to 5
9/2/2017,Industrial Health & Safety Program,HAMILTON,South Western,418990,All other merchant wholesalers,NECI,NEC - Industrial,50 or More
9/6/2017,Industrial Health & Safety Program,Toronto,Central East,,,,,
8/31/2017,Industrial Health & Safety Program,North York,Central East,332710,Machine Shops,FABR,Wood & Metal Fabrication,1 to 5
8/27/2017,Industrial Health & Safety Program,LONDON,Western,,,,,
9/4/2017,Construction Health & Safety Program,Geraldton,Northern,238220,"Plumbing, Heating and Air-Conditioning Contractors",COMM,Commercial Building Construction,1 to 5
9/5/2017,Industrial Health & Safety Program,Copper Cliff,Northern,332321,Metal Window and Door Manufacturing,FABR,Wood & Metal Fabrication,20 to 49
9/9/2017,Industrial Health & Safety Program,Toronto,Central East,336360,Motor Vehicle Seating and Interior Trim Manufacturing,AUTO,Automotive,50 or More
8/29/2017,Industrial Health & Safety Program,Whitby,Central East,237310,"Highway, Street and Bridge Construction",GOVT,Government,50 or More
8/30/2017,Industrial Health & Safety Program,KITCHENER,Western,713210,Casinos (except Casino Hotels),SERV,"Tourism, Hospitality & Recreational Services",50 or More
8/31/2017,Construction Health & Safety Program,Toronto,Central East,,,,,
9/7/2017,Industrial Health & Safety Program,Kenogami Lake,Northern,221113,Nuclear Electric Power Generation,UTIL,Utilities,50 or More
9/2/2017,Industrial Health & Safety Program,Mississauga,Central West,561110,Office Administrative Services,TRAN,Transportation,50 or More
8/28/2017,Industrial Health & Safety Program,Toronto,Central East,561210,Facilities Support Services,INDS,Industrial Services,20 to 49
9/6/2017,Health Care Health & Safety Program,Oshawa,Central East,622310,Specialty (except Psychiatric and Substance Abuse) Hospitals,HOSP,Hospitals,50 or More
9/2/2017,Industrial Health & Safety Program,Niagara Falls,South Western,562990,All Other Waste Management Services,NECI,NEC - Industrial,1 to 5
9/1/2017,Construction Health & Safety Program,LONDON,Western,236110,Residential Building Construction,RESS,Single Family Housing,1 to 5
9/1/2017,Industrial Health & Safety Program,Scarborough,Central East,333130,Mining and oil and gas field machinery manufacturing,FABR,Wood & Metal Fabrication,20 to 49
9/2/2017,Industrial Health & Safety Program,GUELPH,Western,621911,Ambulance (except Air Ambulance) Services,GOVT,Government,1 to 5
9/3/2017,Industrial Health & Safety Program,Kettleby,Central West,913190,Other Municipal Protective Services,INDS,Industrial Services,
9/2/2017,Industrial Health & Safety Program,Thunder Bay,Northern,322291,Sanitary Paper Product Manufacturing,PULP,"Pulp, Paper",50 or More
9/5/2017,Industrial Health & Safety Program,Milton,South Western,444190,Other Building Material Dealers,WHLS,Wholesalers,6 to 19
9/11/2017,Industrial Health & Safety Program,Ajax,Central East,336370,Motor Vehicle Metal Stamping,AUTO,Automotive,50 or More
8/30/2017,Construction Health & Safety Program,Toronto,Central East,236110,Residential Building Construction,RESS,Single Family Housing,6 to 19
9/6/2017,Industrial Health & Safety Program,Concord,Central West,611110,Elementary and Secondary Schools,EDUC,Education,50 or More
9/8/2017,Industrial Health & Safety Program,Milton,South Western,331110,Iron and Steel Mills and Ferro-Alloy Manufacturing,STEL,Primary Metals,50 or More
8/29/2017,Industrial Health & Safety Program,Ingersoll,Western,912130,Provincial Police Services,GOVT,Government,1 to 5
9/1/2017,Industrial Health & Safety Program,LONDON,Western,323120,Support activities for printing,PULP,"Pulp, Paper",50 or More
9/5/2017,Industrial Health & Safety Program,Etobicoke,Central East,913130,Municipal Police Services,PLCE,Police,50 or More
9/8/2017,Construction Health & Safety Program,Toronto,Central East,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,50 or More
9/10/2017,Construction Health & Safety Program,Stratford,,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
9/3/2017,Construction Health & Safety Program,Etobicoke,Central East,236110,Residential Building Construction,RESM,Apartment & Other Multiple Housing,20 to 49
10/3/2017,Health Care Health & Safety Program,Brampton,Central West,622111,General (except Paediatric) Hospitals,HOSP,Hospitals,50 or More
9/29/2017,Construction Health & Safety Program,Thamesford,Western,237990,Other Heavy and Civil Engineering Construction,SUBW,Subway,50 or More
9/30/2017,Industrial Health & Safety Program,Woodbridge,Central West,913140,Municipal Fire-Fighting Services,FIRE,Fire Fighting,50 or More
10/2/2017,Industrial Health & Safety Program,Alliston,Central West,332118,Stamping,AUTO,Automotive,50 or More
10/1/2017,Industrial Health & Safety Program,Huntsville,Eastern,336211,Motor Vehicle Body Manufacturing,AUTO,Automotive,50 or More
10/2/2017,Health Care Health & Safety Program,Etobicoke,Central East,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
10/1/2017,Health Care Health & Safety Program,St. Thomas,Western,623210,Residential Developmental Handicap Facilities,POAA,Professional Offices & Agencies,20 to 49
10/8/2017,Industrial Health & Safety Program,Markdale,Western,541514,Computer systems design and related services (except video game design and development),UTIL,Utilities,50 or More
10/8/2017,Industrial Health & Safety Program,Oshawa,Central East,452991,Home and Auto Supplies Stores,RETL,Retail,50 or More
9/27/2017,Industrial Health & Safety Program,Oshawa,Central East,712120,Historic and Heritage Sites,LIVE,Live Performance,6 to 19
9/29/2017,Industrial Health & Safety Program,Sudbury,Northern,611310,Universities,EDUC,Education,50 or More
10/1/2017,Construction Health & Safety Program,LONDON,Western,236210,Industrial Building and Structure Construction,INDU,Industrial Building Construction,20 to 49
10/3/2017,Industrial Health & Safety Program,Dryden,Northern,721111,Hotels,SERV,"Tourism, Hospitality & Recreational Services",50 or More
10/1/2017,Industrial Health & Safety Program,Scarborough,Central East,485110,Urban Transit Systems,TRAN,Transportation,20 to 49
10/1/2017,Health Care Health & Safety Program,Tottenham,Central West,623110,Nursing Care Facilities,HFNC,Homes for Nursing Care,50 or More
9/26/2017,Mining Health & Safety Program,Etobicoke,Central East,541990,"All Other Professional, Scientific and Technical Services",ASSY,Commercial Assay Laboratories,50 or More
10/5/2017,Industrial Health & Safety Program,New Liskeard,Northern,621911,Ambulance (except Air Ambulance) Services,GOVT,Government,
10/6/2017,Industrial Health & Safety Program,Vaughan,Central West,912910,Other Provincial and Territorial Public Administration,GOVT,Government,50 or More
10/6/2017,Industrial Health & Safety Program,Scarborough,Central East,611110,Elementary and Secondary Schools,EDUC,Education,20 to 49
