Accident_Date,Worker_age,Occupation_Category_Code,Occupation_Category_Description,Occupation_Code,Occupation_Description,Worker_Experience_in_Years,Accident_Source_Category_Description1,Source_Category_Description2,Accident_Category_Description,Accident_Place_Description,Organization_City,Organization_Province_Code,Industry_Sector_Description
12/13/2022,71,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,"BRICKS, BLOCKS, STRUCTURAL STONE",UNKNOWN,STRUCK BY OBJECT,PUBLIC BUILDINGS.,THORNHILL,ON,INDUSTRIAL
12/11/2022,58,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",OTHER HANDTOOLS--NONPOWERED,BODILY REACTION,PUBLIC BUILDINGS.,SARNIA,ON,TRANSPORTATION
1/8/2023,65,731,MACHINERY & TRANSPORT. EQUIP. MECHANICS (EXCP MOTOR VEHICLE),7312,CONSTRUCTION MILLWRIGHTS AND INDUSTRIAL MECHANICS (EXCEPT TE,0.5,PARKING LOTS,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",FERGUS,ON,CONSTRUCTION
1/14/2021,48,951,"MACHINING,METALWORKING,WOODWORKING & RELATED MACH. OPERATORS",9518,OTHER PRODUCTS MACHINE OPERATORS,0.5,"PRESSES, EXCEPT PRINTING","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,PUBLIC BUILDINGS.,SAULT STE. MARIE,ON,FOOD
10/11/2022,72,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,FLOORS,OTHER SPECIAL PROCESS MACHINERY,FALL ON SAME LEVEL,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",BOUCHERVILLE,QC,INDUSTRIAL
11/28/2022,31,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7415,DELIVERY DRIVERS,0.5,"STAIRS, STEPS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,HAMILTON,ON,TRANSPORTATION
12/24/2022,32,725,"PLUMBERS, PIPEFITTERS AND GAS FITTERS",7252,PLUMBERS,0.5,"ASPHALT, ROOFING TAR",UNKNOWN,CAUGHT IN/CRUSHED IN COLLAPSING MATERIALS,INDUSTRIAL SITE.,BRAMPTON,ON,CONSTRUCTION
9/28/2022,54,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,BRANTFORD,ON,TRANSPORTATION
9/22/2022,52,762,"PUBLIC WORKS AND OTHER LABOURERS, N.E.C.",7622,PUBLIC WORKS AND MAINTENANCE LABOURERS,0.5,"OFFROAD VEHICLE, NONINDUSTRIAL, N.E.C.","SIDEWALKS, PATHS, OUTDOOR WALKWAYS","NONHIGHWAY ACCIDENT, EXCEPT RAIL, AIR, WATER",BUILDING UNDER CONSTRUCTION.,ZURICH,ON,MANUFACTURING
1/7/2023,62,662,OTHER SALES AND RELATED OCCUPATIONS,6623,GROCERY CLERKS AND SHELF STOCKERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,HENSALL,ON,INDUSTRIAL
12/5/2022,27,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,PARKING LOTS,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,EAR FALLS,ON,INDUSTRIAL
11/30/2022,21,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,0.5,CUTTING HANDTOOLS--NONPOWERED,UNKNOWN,STRUCK BY OBJECT,BUILDING UNDER CONSTRUCTION.,NIAGARA FALLS,ON,CONSTRUCTION
12/4/2022,27,341,ASSISTING OCCUPATIONS IN SUPPORT OF HEALTH INDUSTRIAL,3415,OTHER AIDES AND ASSISTANTS IN SUPPORT OF HEALTH INDUSTRIAL,0.5,DOORS,UNKNOWN,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,BUILDING UNDER CONSTRUCTION.,DORCHESTER,ON,INDUSTRIAL
7/3/2021,39,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7242,ELECTRICIANS (EXCEPT INDUSTRIAL AND POWER SYSTEM),4,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",UNKNOWN,BODILY REACTION,PLACE NOT SPECIFIED,NEWCASTLE,ON,CONSTRUCTION
12/25/2022,57,731,MACHINERY & TRANSPORT. EQUIP. MECHANICS (EXCP MOTOR VEHICLE),7312,CONSTRUCTION MILLWRIGHTS AND INDUSTRIAL MECHANICS (EXCEPT TE,0.5,FLOORS,"STRUCTURAL ELEMENTS, N.E.C.",FALL TO LOWER LEVEL,PLACE NOT SPECIFIED,SAINT-JEAN-SUR-RICHELIEU,QC,MANUFACTURING
12/6/2022,67,141,"CLERICAL OCCUPATIONS, GENERAL OFFICE SKILLS",1412,GENERAL OFFICE CLERKS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,STRATFORD,ON,HEALTH CARE
12/12/2022,55,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,"POWERED INDUSTRIAL CARRIER, EXCEPT FORKLIFTS",GATES,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,"OPEN SPACES. (AIR, SEA,WOODS, OPEN FIELDS ETC.)",THOROLD,ON,INDUSTRIAL
7/19/2022,60,732,MOTOR VEHICLE MECHANICS,7322,"MOTOR VEHICLE MECHANICS, TECHNICIANS AND MECHANICAL REPAIRER",,FLOORS,TURNING HANDTOOLS--NONPOWERED,FALL ON SAME LEVEL,INDUSTRIAL SITE.,BRAMPTON,ON,TRANSPORTATION
9/18/2021,60,323,OTHER TECHNICAL OCCUPATIONS IN HEALTH CARE (EXCEPT DENTAL),3234,REGISTERED NURSING ASSISTANTS,0.5,FLOORS,LIQUIDS,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,BELLEVILLE,ON,HEALTH CARE
11/15/2022,28,725,"PLUMBERS, PIPEFITTERS AND GAS FITTERS",7252,PLUMBERS,0.5,VAN--PASSENGER OR LIGHT DELIVERY,VAN--PASSENGER OR LIGHT DELIVERY,STRUCK BY OBJECT,PUBLIC BUILDINGS.,CALGARY,AB,CONSTRUCTION
11/15/2022,43,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,5,"DIRT, EARTH","SURFACES BELOW GROUND LEVEL, N.E.C.",CAUGHT IN/CRUSHED IN COLLAPSING MATERIALS,PUBLIC BUILDINGS.,SAULT STE MARIE,ON,CONSTRUCTION
7/16/2022,62,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,,OTHER SOURCES,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK BY OBJECT,INDUSTRIAL SITE.,MARKHAM,ON,SERVICES
6/29/2022,48,731,MACHINERY & TRANSPORT. EQUIP. MECHANICS (EXCP MOTOR VEHICLE),7312,CONSTRUCTION MILLWRIGHTS AND INDUSTRIAL MECHANICS (EXCEPT TE,0.5,STRUCTURAL METAL MATERIALS,UNKNOWN,STRUCK BY OBJECT,PUBLIC BUILDINGS.,KING CITY,ON,MINING
11/26/2022,31,761,TRADES HELPERS AND LABOURERS,7613,OTHER TRADES HELPERS AND LABOURERS,0.5,"PARTS & MATERIALS, UNS","PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,HOME.,LONDON,ON,MANUFACTURING
12/10/2022,64,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,1,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,WINDSOR,ON,TRANSPORTATION
11/23/2022,68,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,GROUND,TRUCK,FALL TO LOWER LEVEL,STREET AND HIGHWAY.,MARKHAM,ON,TRANSPORTATION
11/10/2022,48,624,CHEFS AND COOKS,6243,COOKS,1,MACHINE AND APPLIANCE PARTS,FOOD & BEVERAGE PROCESSING MACHINERY--SPECIALIZED,STRUCK BY OBJECT,INDUSTRIAL SITE.,LONDON,ON,INDUSTRIAL
11/20/2022,53,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,1,FLOORS,"ROPES, TIES",FALL ON SAME LEVEL,INDUSTRIAL SITE.,ST THOMAS,ON,INDUSTRIAL
11/7/2022,26,729,OTHER CONSTRUCTION TRADES,7292,ROOFERS AND SHINGLERS,6,GROUND,UNKNOWN,FALL TO LOWER LEVEL,HOME.,BURLINGTON,ON,CONSTRUCTION
11/28/2022,26,145,"LIBRARY, CORRESPONDENCE AND RELATED INFORMATION CLERKS",1454,"CUSTOMER SERVICE, INFORMATION AND RELATED CLERKS",,PARKING LOTS,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,INDUSTRIAL SITE.,OTTAWA,ON,SERVICES
11/20/2022,61,949,OTHER ASSEMBLY AND RELATED OCCUPATIONS,9499,OTHER ASSEMBLERS AND INSPECTORS,0.5,FLOORS,CRANES,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,SHARON,ON,MANUFACTURING
1/7/2023,39,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,FLOORS,UNKNOWN,FALL ON SAME LEVEL,PLACE NOT SPECIFIED,MARKHAM,ON,INDUSTRIAL
12/10/2022,40,948,"MECHANICAL, ELECTRICAL AND ELECTRONICS ASSEMBLERS",9483,"MOTOR VEHICLE ASSEMBLERS, INSPECTORS AND TESTERS",0.5,FORKLIFT,FLOORS,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,BRAMPTON,ON,MANUFACTURING
11/17/2022,74,731,MACHINERY & TRANSPORT. EQUIP. MECHANICS (EXCP MOTOR VEHICLE),7312,CONSTRUCTION MILLWRIGHTS AND INDUSTRIAL MECHANICS (EXCEPT TE,0.5,FLOORS,"REELS, ROLLS",FALL ON SAME LEVEL,INDUSTRIAL SITE.,DUNDAS,ON,MANUFACTURING
11/9/2022,21,62,MANAGERS IN RETAIL TRADE,622,RETAIL TRADE MANAGERS,0.5,"CART, DOLLY, HANDTRUCK","TOOLS, INSTRUMENTS, & EQUIPMENT",CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,MONTREAL,PQ,INDUSTRIAL
10/29/2022,52,216,"MATHEMATICIANS, SYSTEMS ANALYSIS AND COMPUTER PROGRAMMERS",2163,COMPUTER SYSTEMS ANALYSTS,0.5,"STAIRS, STEPS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PLACE NOT SPECIFIED,GOODWOOD,ON,INDUSTRIAL
11/21/2022,20,843,AGRICULTURE AND HORTICULTURE WORKERS,8432,GENERAL FARM WORKERS,0.5,"CART, DOLLY, HANDTRUCK","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",OVEREXERTION,HOME.,GRIMSBY,ON,AGRICULTURE
11/27/2022,57,645,OCCUPATIONS IN FOOD AND BEVERAGE SERVICE,6454,FOOD AND BEVERAGE SERVERS,0.5,PARKING LOTS,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,ETOBICOKE,ON,FOOD
11/25/2022,27,861,PRIMARY PRODUCTION LABOURERS,8613,LANDSCAPING AND GROUNDS MAINTENANCE LABOURERS,0.5,GROUND,TRUCK,JUMP TO LOWER LEVEL,PLACE NOT SPECIFIED,MARKHAM,ON,MANUFACTURING
12/4/2022,58,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,GROUND,TRUCK,FALL TO LOWER LEVEL,"PARKING LOT, PARKING PLACE N.E.S.",,,TRANSPORTATION
12/3/2022,29,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9612,LABOURERS IN MINERAL AND METAL PROCESSING,0.5,FASTENERS,OTHER HANDTOOLS--POWERED,STRUCK BY OBJECT,PUBLIC BUILDINGS.,BRAMPTON,ON,MANUFACTURING
7/4/2021,60,728,MASONRY AND PLASTERING TRADES,7282,BRICKLAYERS,0.5,DOORS,"PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,PUBLIC BUILDINGS.,AJAX,ON,MANUFACTURING
10/7/2022,54,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7242,ELECTRICIANS (EXCEPT INDUSTRIAL AND POWER SYSTEM),0.5,BORING HANDTOOLS--POWERED,"PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,PLACE NOT SPECIFIED,PORT ELGIN,ON,CONSTRUCTION
11/7/2022,57,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9613,LABOURERS IN METAL FABRICATION,1,FORKLIFT,"CO-WORKER, FORMER CO-WORKER OF INJURED OR ILL WORKER","PEDESTRIAN STRUCK BY VEHICLE, MOBILE EQUIPMENT",PUBLIC BUILDINGS.,TORONTO,ON,MANUFACTURING
11/22/2022,62,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7242,ELECTRICIANS (EXCEPT INDUSTRIAL AND POWER SYSTEM),0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,OTTAWA,ON,CONSTRUCTION
12/10/2022,63,731,MACHINERY & TRANSPORT. EQUIP. MECHANICS (EXCP MOTOR VEHICLE),7312,CONSTRUCTION MILLWRIGHTS AND INDUSTRIAL MECHANICS (EXCEPT TE,0.5,BORING HANDTOOLS--NONPOWERED,FLOORS,FALL ON SAME LEVEL,INDUSTRIAL SITE.,BAYFIELD,ON,MANUFACTURING
1/14/2023,33,941,MACHINE OPERATORS & REL. WRKRS. IN METAL & MINERAL PRODUCTS,9415,"CONCRETE, CLAY AND STONE FORMING OPERATORS",0.5,"PARTS & MATERIALS, UNS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",VANCOUVER,BC,CONSTRUCTION
11/10/2023,28,624,CHEFS AND COOKS,6243,COOKS,0.5,CUTTING HANDTOOLS--NONPOWERED,"PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,INDUSTRIAL SITE.,OTTAWA,ON,INDUSTRIAL
11/2/2023,63,144,ADMINISTRATIVE SUPPORT CLERKS,1442,ADMINISTRATIVE CLERKS,0.5,"OTHER FLOORS, WALKWAYS, GROUND SURFACES","SIDEWALKS, PATHS, OUTDOOR WALKWAYS",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,L'ORIGNAL,ON,INDUSTRIAL
9/28/2023,54,721,"CONTRACTORS AND SUPERVISORS, TRADES AND RELATED WORKERS",7219,"CONTRACTORS AND SUPERVISORS, OTHER CONSTRUCTION TRADES, INST",7,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,"RESIDENTIAL INSTITUTION. (HOSPITALS, ORPHANAGE, PRISON ETC.)",OTTAWA,ON,CONSTRUCTION
11/25/2023,61,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,TRUCK,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,CAMBRIDGE,ON,TRANSPORTATION
11/20/2023,63,91,MANAGERS IN MANUFACTURING AND UTILITIES,912,MANUFACTURING MANAGERS,0.5,GROUND,TRUCK,FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,AJAX,ON,FOOD
12/19/2023,61,731,MACHINERY & TRANSPORT. EQUIP. MECHANICS (EXCP MOTOR VEHICLE),7314,REFRIGERATION AND AIR CONDITIONING MECHANICS,0.5,ROOF,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,STONEY CREEK,ON,CONSTRUCTION
12/4/2023,35,626,POLICE OFFICERS AND FIREFIGHTERS,6262,POLICE OFFICERS (EXCEPT COMMISSIONED),0.5,GROUND,TRUCK,FALL TO LOWER LEVEL,MINE UNDERGROUND - N.E.C.,HAMILTON,ON,MUNICIPAL
12/22/2023,36,922,"SUPERVISORS, ASSEMBLY AND FABRICATION",9228,"SUPERVISORS, OTHER PRODUCTS MANUFACTURING AND ASSEMBLY",,"PLANT AND INDUSTRIAL VEHICLE--NONPOWERED, N.E.C.","PLANT AND INDUSTRIAL VEHICLE--NONPOWERED, N.E.C.","NONHIGHWAY ACCIDENT, EXCEPT RAIL, AIR, WATER",PUBLIC BUILDINGS.,TORONTO,ON,FOOD
12/22/2023,47,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7243,INDUSTRIAL ELECTRICIANS,0.5,TRAIN,"CO-WORKER, FORMER CO-WORKER OF INJURED OR ILL WORKER","PEDESTRIAN STRUCK BY VEHICLE, MOBILE EQUIPMENT",INDUSTRIAL SITE.,ETOBICOKE,ON,MINING
12/10/2023,60,621,SALES AND SERVICE SUPERVISORS,6212,RETAIL TRADE SUPERVISORS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PLACE NOT SPECIFIED,DORVAL,QC,MANUFACTURING
12/12/2023,52,727,CARPENTERS AND CABINETMAKERS,7272,CARPENTERS,0.5,FLOORS,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,MADOC,ON,CONSTRUCTION
10/17/2023,61,732,MOTOR VEHICLE MECHANICS,7322,"MOTOR VEHICLE MECHANICS, TECHNICIANS AND MECHANICAL REPAIRER",0.5,MACHINE AND APPLIANCE PARTS,MACHINE AND APPLIANCE PARTS,CAUGHT IN OR COMPRESSED BY EQUIP./OBJECTS,INDUSTRIAL SITE.,SLATE RIVER,ON,INDUSTRIAL
12/18/2023,30,667,"OTHER ATTENDANTS IN TRAVEL, ACCOMMODATION AND RECREATION",6672,ATTENDANTS IN RECREATION AND SPORT,0.5,"OTHER FLOORS, WALKWAYS, GROUND SURFACES",WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,HOME.,AJAX,ON,MUNICIPAL
12/10/2023,55,843,AGRICULTURE AND HORTICULTURE WORKERS,8432,GENERAL FARM WORKERS,0.5,GATES,"MAMMALS, EXCEPTS HUMANS",ASSAULTS BY ANIMALS,PUBLIC BUILDINGS.,WINDSOR,ON,AGRICULTURE
12/6/2023,65,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,"SIDEWALKS, PATHS, OUTDOOR WALKWAYS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,MARKHAM,ON,INDUSTRIAL
11/26/2023,57,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9619,"OTHER LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",1,GROUND,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,PUBLIC BUILDINGS.,COLLINGWOOD,ON,MANUFACTURING
11/5/2023,25,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","WOOD, LUMBER",BODILY REACTION,INDUSTRIAL SITE.,ELORA,ON,CONSTRUCTION
12/12/2023,65,662,OTHER SALES AND RELATED OCCUPATIONS,6623,GROCERY CLERKS AND SHELF STOCKERS,0.5,FLOORS,"BOXES, CRATES, CARTONS",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,FORT ERIE,ON,INDUSTRIAL
12/2/2023,24,745,LONGSHORE WORKERS AND MATERIAL HANDLERS,7453,MATERIAL HANDLERS,0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",OTHER SOURCES,BODILY REACTION,PUBLIC BUILDINGS.,LACHINE,QC,TRANSPORTATION
11/30/2023,27,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,GROUND,TRUCK,FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,TECUMSEH,ON,TRANSPORTATION
12/14/2023,65,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,TRUCK,WEATHER AND ATMOSPHERIC CONDITIONS,FALL TO LOWER LEVEL,FARM.,BRACEBRIDGE,ON,TRANSPORTATION
11/18/2023,32,961,"LABOURERS IN PROCESSING, MANUFACTURING AND UTILITIES",9618,"LABOURERS IN FOOD, BEVERAGE AND TOBACCO PROCESSING",0.5,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER","STAIRS, STEPS",BODILY REACTION,INDUSTRIAL SITE.,BARRIE,ON,FOOD
1/13/2023,69,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,GROUND,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,INDUSTRIAL SITE.,SAN FRANCISCO,CA,TRANSPORTATION
1/5/2023,58,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,1,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,LONDON,ON,MANUFACTURING
1/21/2023,66,843,AGRICULTURE AND HORTICULTURE WORKERS,8432,GENERAL FARM WORKERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,INDUSTRIAL SITE.,HAMILTON,ON,INDUSTRIAL
1/15/2023,37,721,"CONTRACTORS AND SUPERVISORS, TRADES AND RELATED WORKERS",7218,"CONTRACTORS AND SUPERVISORS, HEAVY CONSTRUCTION EQUIPMENT CR",0.5,GROUND,LADDERS--MOVABLE,FALL TO LOWER LEVEL,INDUSTRIAL SITE.,ETOBICOKE,ON,CONSTRUCTION
2/3/2023,27,729,OTHER CONSTRUCTION TRADES,7292,ROOFERS AND SHINGLERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PLACE NOT SPECIFIED,WASAGA BEACH,ON,CONSTRUCTION
1/3/2023,51,744,"OTHER INSTALLERS, REPAIRERS AND SERVICERS",7446,OTHER REPAIRERS AND SERVICERS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,SMITHS FALLS,ON,INDUSTRIAL
2/5/2023,61,724,ELECTRICAL TRADES AND TELECOMMUNICATION OCCUPATIONS,7242,ELECTRICIANS (EXCEPT INDUSTRIAL AND POWER SYSTEM),0.5,SOFAS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,SCARBOROUGH,ON,CONSTRUCTION
2/8/2023,64,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,TRUCK,UNKNOWN,"NONHIGHWAY ACCIDENT, EXCEPT RAIL, AIR, WATER",INDUSTRIAL SITE.,ETOBICOKE,ON,CONSTRUCTION
1/28/2023,31,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,GROUND,TRAILERS,FALL TO LOWER LEVEL,BUILDING UNDER CONSTRUCTION.,PICKERING,ON,CONSTRUCTION
1/6/2023,52,728,MASONRY AND PLASTERING TRADES,7284,TILESETTERS,8,HEATING AND COOKING MACHINERY AND APPLIANCES,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,BRAMPTON,ON,CONSTRUCTION
1/20/2023,62,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,1,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,LINDSAY,ON,INDUSTRIAL
2/6/2023,37,744,"OTHER INSTALLERS, REPAIRERS AND SERVICERS",7444,AUTOMOTIVE MECHANICAL INSTALLERS AND SERVICERS,0.5,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PLACE NOT SPECIFIED,THORNHILL,ON,INDUSTRIAL
1/18/2023,62,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7412,TRUCK DRIVERS,0.5,GROUND,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,INDUSTRIAL SITE.,WOODSTOCK,ON,MANUFACTURING
9/11/2021,62,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,FLOORS,"WOOD, LUMBER",STRUCK AGAINST OBJECT,INDUSTRIAL SITE.,LONDON,ON,CONSTRUCTION
1/8/2023,66,741,MOTOR VEHICLE AND TRANSIT DRIVERS,7415,DELIVERY DRIVERS,0.5,PARKING LOTS,WEATHER AND ATMOSPHERIC CONDITIONS,FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,RENFREW,ON,TRANSPORTATION
1/5/2023,36,144,ADMINISTRATIVE SUPPORT CLERKS,1442,ADMINISTRATIVE CLERKS,0.5,GROUND,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,PUBLIC BUILDINGS.,MONTREAL,ON,EDUCATION-INDUSTRIAL
1/19/2023,68,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,,FLOORS,"BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL ON SAME LEVEL,INDUSTRIAL SITE.,LONDON,ON,SERVICES
1/20/2023,35,761,TRADES HELPERS AND LABOURERS,7612,CONSTRUCTION TRADES HELPERS AND LABOURERS,0.5,CUTTING HANDTOOLS--NONPOWERED,"PERSON--INJURED OR ILL WORKER, N.E.C.",STRUCK BY OBJECT,MINE UNDERGROUND - N.E.C.,ETOBICOKE,ON,CONSTRUCTION
1/26/2023,23,642,RETAIL SALESPERSONS AND SALES CLERKS,6422,RETAIL SALESPERSONS AND SALES CLERKS,0.5,"STAIRS, STEPS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",FALL TO LOWER LEVEL,PUBLIC BUILDINGS.,NORTH BAY,ON,INDUSTRIAL
1/18/2023,45,624,CHEFS AND COOKS,6243,COOKS,0.5,GROUND,"BOXES, CRATES, CARTONS",FALL ON SAME LEVEL,BUILDING UNDER CONSTRUCTION.,NORTH YORK,ON,INDUSTRIAL
1/14/2023,53,951,"MACHINING,METALWORKING,WOODWORKING & RELATED MACH. OPERATORS",9518,OTHER PRODUCTS MACHINE OPERATORS,0.5,"TANKS, BINS, VATS","BODILY MOTION OR POSITION OF INJURED, ILL WORKER",STRUCK AGAINST OBJECT,INDUSTRIAL SITE.,GODERICH,ON,MANUFACTURING
